2006年11月9号 2006年11月9日
亣器晚成 大器晚成
亣块文章 大块文章
亣声小气 大声小气
亣声疾呼 大声疾呼
亣处着眼 大处着眼
亣处落墨 大处落墨
亣夏将倾 大夏将倾
亣夜弥天 大夜弥天
亣天白日 大天白日
亣失所望 大失所望
亣奸似忠 大奸似忠
亣好河山 大好河山
亣家小户 大家小户
亣家闺秀 大家闺秀
亣家闺范 大家闺范
亣家风范 大家风范
亣富亣贵 大富大贵
亣将风度 大将风度
亣小不一 大小不一
亣局已定 大局已定
亣展宏图 大展宏图
亣展拳脚 大展拳脚
亣巧若拙 大巧若拙
亣庭广众 大庭广众
亣开亣合 大开大合
亣开眼界 大开眼界
亣异其趣 大异其趣
亣张声势 大张声势
亣张挞伐 大张挞伐
亣张旗鼓 大张旗鼓
亣彻亣悟 大彻大悟
亣快人心 大快人心
亣快朵颐 大快朵颐
亣恩亣德 大恩大德
亣惊失色 大惊失色
亣惊小怪 大惊小怪
亣惑不解 大惑不解
亣慈亣悲 大慈大悲
亣手亣脚 大手大脚
亣打出手 大打出手
亣摇亣摆 大摇大摆
亣操亣办 大操大办
亣放厥词 大放厥词
亣放异彩 大放异彩
亣放悲声 大放悲声
亣政方针 大政方针
亣敌压境 大敌压境
亣敌当前 大敌当前
亣方之家 大方之家
亣旱云霓 大旱云霓
亣是亣非 大是大非
亣显神通 大显神通
亣显身手 大显身手
亣智亣勇 大智大勇
亣智若愚 大智若愚
亣有人在 大有人在
亣有作为 大有作为
亣有可为 大有可为
亣有可观 大有可观
亣有文章 大有文章
亣有裨益 大有裨益
亣有起色 大有起色
亣权在握 大权在握
亣权旁落 大权旁落
亣权独揽 大权独揽
亣材小用 大材小用
亣树将军 大树将军
亣梦初醒 大梦初醒
亣模亣样 大模大样
亣步流星 大步流星
亣气磅礴 大气磅礴
亣汗淋漓 大汗淋漓
亣江东去 大江东去
亣法小廉 大法小廉
亣浪淘沙 大浪淘沙
亣海捞针 大海捞针
亣渐弥留 大渐弥留
亣率如此 大率如此
亣痛无声 大痛无声
亣直若屈 大直若屈
亣相径庭 大相径庭
亣祸临头 大祸临头
亣笔一挥 大笔一挥
亣笔如椽 大笔如椽
亣红亣紫 大红大紫
亣红亣绿 大红大绿
亣而化之 大而化之
亣而无当 大而无当
亣腹便便 大腹便便
亣获全胜 大获全胜
亣行其道 大行其道
亣街小巷 大街小巷
亣言不惭 大言不惭
亣言无当 大言无当
亣计小用 大计小用
亣请亣受 大请大受
亣谬不然 大谬不然
亣象无形 大象无形
亣贤亣德 大贤大德
亣败亏输 大败亏输
亣起亣落 大起大落
亣跌眼镜 大跌眼镜
亣辂椎轮 大辂椎轮
亣辩若讷 大辩若讷
亣逆不道 大逆不道
亣道多岐 大道多岐
亣醇小疵 大醇小疵
亣醉方醒 大醉方醒
亣错特错 大错特错
亣闹天宫 大闹天宫
亣限临头 大限临头
亣隐朝市 大隐朝市
亣难不死 大难不死
亣雅之堂 大雅之堂
亣雅君子 大雅君子
亣雨如注 大雨如注
亣雨滂沱 大雨滂沱
亣雪纷飞 大雪纷飞
亣音希声 大音希声
亣风亣浪 大风大浪
亣饱眼福 大饱眼福
亣鸣亣放 大鸣大放
亣黠小痴 大黠小痴
交他的朋友 教他的朋友
交住 交往
交侍一下 交代一下
交十岁 六十岁
交叉惨透 交叉渗透
交友不甚 交友不慎
交响乐园 交响乐团
交囗称誉 交口称誉
交址 交趾
交头互耳 交头接耳
交带 交代
交弮 交卷
交待一下 交代一下
交待了一个 交代了一个
交待了实情 交代了实情
交待事件发生的背景 交代事件发生的背景
交待清楚 交代清楚
交待谋反的罪行 交代谋反的罪行
交待问题 交代问题
交怀换盏 交杯换盏
交情菲浅 交情匪浅
交情非浅 交情匪浅
交持了几句 交代了几句
交按金 交押金
交插 交叉
交易分祈 交易分析
交械投降 缴械投降
交洽圥嫌 交洽无嫌
交洽天嫌 交洽无嫌
交涉不果 交涉未果
交相映辉 交相辉映
交相机 照相机
交相辉印 交相辉映
交相辉蛔的耳海 交相辉映的洱海
交给斑主任 交给班主任
交辉相映 交相辉映
交迭 交叠
交通梗塞 交通堵塞
交通频敏 交通频繁
交马上停车 叫马上停车
亦公桌 办公桌
亦或是 抑或是
亦或是古人说的 抑或是古人说的
亦或是样貌不佳被人们忽略 抑或是样貌不佳被人们忽略
亦或者 抑或者
亦着脚 赤着脚
产业链将在这里成型 产业链将在这里成形
产主一种 产生一种
产主了 产生了
产主什么影响 产生什么影响
产主斗争 产生斗争
产区枇杷售磬 产区枇杷售罄
产晶 产品
产玲 产龄
产生与趣 产生兴趣
产生歧意 产生歧义
产生直接地 产生直接的
产马古道 茶马古道
亨乐 享乐
亨受 享受
亨受着 享受着
亨天伦 享天伦
亨清福 享清福
享乐生话 享乐生活
享事亨通 万事亨通
享利 亨利
享受么 享受吗
享受生话 享受生活
享受着日出而作 享受这日出而作
享富盛名 享负盛名
享有权力 享有权利
享服 享福
享甪 享用
享誉盛名 享有盛名
京吧狗 京巴狗
京城高速 京承高速
京落风尘 京洛风尘
京音大鼓 京韵大鼓
亭亭玊立 亭亭玉立
亭亭直立 亭亭植立
亭台楼谢 亭台楼榭
亮如自昼 亮如白昼
亮晶品 亮晶晶
亲亲之乂 亲亲之义
亲亲我我 卿卿我我
亲亲蜜蜜 亲亲密密
亲人善邻 亲仁善邻
亲任善邻 亲仁善邻
亲冒失石 亲冒矢石
亲刀亲为 亲力亲为
亲切肆爱 亲切可爱
亲匿 亲昵
亲历亲为 亲力亲为
亲厚圥间 亲厚无间
亲厚天间 亲厚无间
亲厚尢间 亲厚无间
亲合力 亲和力
亲合度 亲和度
亲呢 亲昵
亲土加亲 亲上加亲
亲如一冢 亲如一家
亲妮 亲昵
亲威关系 亲戚关系
亲威家 亲戚家
亲威朋友 亲戚朋友
亲密圥间 亲密无间
亲密天间 亲密无间
亲密尢间 亲密无间
亲属信 亲署信
亲操丼臼 亲操井臼
亲操升臼 亲操井臼
亲操并臼 亲操井臼
亲操廾臼 亲操井臼
亲朋友好 亲朋好友
亲朋奸友 亲朋好友
亲朋戚友 亲朋好友
亲源关系 亲缘关系
亲爱的少年门 亲爱的少年们
亲生朋友 亲密朋友
亲疏责贱 亲疏贵贱
亲眼所贝 亲眼所见
亲眼着到 亲眼看到
亲眼经见 亲眼所见
亲眼见识过了收鱼的盛景 亲眼见识过了收鱼的胜景
亲笔手渝 亲笔手谕
亲腻 亲昵
亲自出而 亲自出面
亲自动作做 亲自动手做
亲自坐阵 亲自坐镇
亲自抗来 亲自扛来
亲自架车 亲自驾车
亲自目睹 亲眼看
亲蜜接近 亲密接近
亲贤下土 亲贤下士
亲贤礼土 亲贤礼士
亲赖 青睐
亲身母亲 亲生母亲
亲身父母 亲生父母
亲闻目睹 耳闻目睹
亳不客气 毫不客气
亳克 毫克
亳升 毫升
亳州巿 亳州市
亳无保留 毫无保留
亳无困难 毫无困难
亳无意义 毫无意义
亳无烦恼 毫无烦恼
亳无疑问 毫无疑问
亳无规律 毫无规律
亵渎神只 亵渎神祗
亵续 亵渎
亵赎 亵渎
亵赎 渎赎
亵黩 亵渎
亷价 廉价
亹亹丕倦 亹亹不倦
亹亹木倦 亹亹不倦
人一已百 人一己百
人不人鬼丕鬼 人不人鬼不鬼
人不八鬼不鬼 人不人鬼不鬼
人不可貌像 人不可貌相
人不可貌相，海氺不可斗量 人不可貌相，海水不可斗量
人不知鬼丕觉 人不知鬼不觉
人丕人鬼不鬼 人不人鬼不鬼
人丕人鬼丕鬼 人不人鬼不鬼
人丕知鬼不觉 人不知鬼不觉
人丕知鬼丕觉 人不知鬼不觉
人世问 人世间
人个感觉 个人感觉
人中美玊 人中美玉
人中美王 人中美玉
人中龙风 人中龙凤
人为刀组 人为刀俎
人为刀阻 人为刀俎
人主中国 入主中国
人之将死，其言亦善 人之将死，其言也善
人乡随俗 入乡随俗
人了正题 入了正题
人亊不省 人事不省
人事不醒 人事不省
人事木省 人事不省
人五入六 人五人六
人亡物茬 人亡物在
人人殊之 人人诛之
人人自危，呆在家里 人人自危，待在家里
人们很难有富裕的粮食来喂养鸭子 人们很难有富余的粮食来喂养鸭子
人们提心这会导致 人们担心这会导致
人们法院 人民法院
人们看重相属 人们看重属相
人们群众 人民群众
人们都会跳萨玛舞来庆祝 人们都会跳萨满舞来庆祝
人众胜兲 人众胜天
人体必须营养物质 人体必需营养物质
人何以刊 人何以堪
人何以看 人何以堪
人何已刊 人何以堪
人何已堪 人何以堪
人何已看 人何以堪
人偏急，我爱之以宽容 人褊急，我爱之以宽容
人党介绍 入党介绍
人党介绍人 入党介绍人
人党申请 入党申请
人八皆知 人人皆知
人八自危 人人自危
人八贾勇 人人贾勇
人冬以后 入冬以后
人出松嫰地 认出松嫩地
人前八后 人前人后
人参鹿葺 人参鹿茸
人口即化 入口即化
人口增值 人口增殖
人口增植 人口增殖
人口巨增 人口剧增
人各一兲 人各一天
人各一夭 人各一天
人各冇志 人各有志
人各壹天 人各一天
人同盟会 入同盟会
人名币 人民币
人名解放军 人民解放军
人员己满 人员已满
人员报病 人员抱病
人员撒离 人员撤离
人命关兲 人命关天
人命关夭 人命关天
人命悠关 人命攸关
人囗迁移 人口迁移
人团申请 入团申请
人国问俗 入国问俗
人土为安 入土为安
人圥千日好，花圥百日红 人无千日好，花无百日红
人圥横财不富，马圥夜草不肥 人无横财不富，马无夜草不肥
人圥远虑，必有近忧 人无远虑，必有近忧
人均年收人 人均年收入
人型怪物 人形怪物
人型生物 人形生物
人声吵杂 人声嘈杂
人声嘈嘈 人声嘈杂
人声噪杂 人声嘈杂
人夏以来 入夏以来
人夕势众 人多势众
人夕手众 人多手众
人多嘴朵 人多嘴杂
人多手朵 人多手杂
人多服杂 人多眼杂
人多眼朵 人多眼杂
人多缺少 人多阙少
人多阕少 人多阙少
人大心犬 人大心大
人太心大 人大心大
人头撺动 人头攒动
人头攅动 人头攒动
人头涌涌 人头涌动
人头畜呜 人头畜鸣
人头窜动 人头攒动
人头簇动 人头攒动
人头踊动 人头涌动
人头蹿动 人头攒动
人头钻动 人头攒动
人夹人往 人来人往
人夹客往 人来客往
人夹疯 人来疯
人字型 人字形
人字型队伍 人字形队伍
人字型，放在 人字形，放在
人孝出悌 入孝出悌
人学考试 入学考试
人学读书 入学读书
人定胜兲 人定胜天
人定胜夭 人定胜天
人室弟子 入室弟子
人室抢劫 入室抢劫
人寺为僧 入寺为僧
人小鬼太 人小鬼大
人尽皆知 尽人皆知
人工受精 人工授精
人工吸呼 人工呼吸
人市交易 入市交易
人幕之宾 入幕之宾
人干人万 人千人万
人影冲冲 人影憧憧
人影匆匆 人影憧憧
人往高处走，氺往低处流 人往高处走，水往低处流
人很人之间 人跟人之间
人心不占 人心不古
人心回测 人心叵测
人心如而 人心如面
人心巨测 人心叵测
人心思変 人心思变
人心恩变 人心思变
人心恩汉 人心思汉
人心慌慌 人心惶惶
人心木古 人心不古
人心木足蛇吞象 人心不足蛇吞象
人心臣测 人心叵测
人心项背 人心向背
人急畏亲 人急偎亲
人情亊理 人情事理
人情事务 人情世务
人情事故 人情世故
人情人理 入情入理
人情哅哅 人情恟恟
人情恂恂 人情恟恟
人情炼达 人情练达
人情炼达即文章 人情练达即文章
人愁语屡歧 人稠语屡歧
人所不耻 人所不齿
人才倍出 人才辈出
人才备出 人才辈出
人才靠出 人才辈出
人故有一死 人固有一死
人数遽增 人数剧增
人文出武 入文出武
人文景现 人文景观
人无千曰好 人无千日好
人无远虑，必冇近忧 人无远虑，必有近忧
人是入非 人是人非
人是八非 人是人非
人是惟一有精神和 人是唯一有精神和
人是衣裳马昰鞍 人是衣裳马是鞍
人是铁，饭昰钢 人是铁，饭是钢
人昰人非 人是人非
人昰衣裳马是鞍 人是衣裳马是鞍
人昰衣裳马昰鞍 人是衣裳马是鞍
人昰铁，饭是钢 人是铁，饭是钢
人昰铁，饭昰钢 人是铁，饭是钢
人望所归 众望所归
人朝为官 入朝为官
人朝作战 入朝作战
人木三分 入木三分
人木人鬼不鬼 人不人鬼不鬼
人木可貌相，海水木可斗量 人不可貌相，海水不可斗量
人木知鬼木觉 人不知鬼不觉
人木自安 人不自安
人材 人才
人材出众 人才出众
人来人住 人来人往
人来入往 人来人往
人来八往 人来人往
人来容往 人来客往
人极急生 人极计生
人柏林大学 入柏林大学
人模人祥 人模人样
人模入样 人模人样
人模八样 人模人样
人死厂 人死了
人殊意导 人殊意异
人民人学 人民大学
人民代衷 人民代表
人民爱载 人民爱戴
人气暴满 人气爆满
人气最高的当属腊肠 人气最高的当数腊肠
人气聚升 人气骤升
人浮于亊 人浮于事
人满之患 人满为患
人满人患 人满为患
人潮湧动 人潮涌动
人澳大利亚籍 入澳大利亚籍
人烟稀尐 人烟稀少
人烟罕至 人迹罕至
人焉瘦哉 人焉廋哉
人生一世，革生一秋 人生一世，草生一秋
人生七十古夹稀 人生七十古来稀
人生三味 人生三昧
人生不能从来 人生不能重来
人生亖昧 人生三昧
人生代代无穷己 人生代代无穷已
人生伤亡 人身伤亡
人生何处木相逢 人生何处不相逢
人生依附 人身依附
人生保险 人身保险
人生儿何 人生几何
人生圥常 人生无常
人生天常 人生无常
人生如既 人生如寄
人生如继 人生如寄
人生安全 人身安全
人生尢常 人生无常
人生就象抛物线 人生就像抛物线
人生攻击 人身攻击
人生的历炼 人生的历练
人生而不熟 人生面不熟
人生自信二百年 自信人生二百年
人生自由 人身自由
人生面丕熟 人生面不熟
人生面木熟 人生面不熟
人白为政 人自为政
人知将死，其言也善 人之将死，其言也善
人知将死，其言亦善 人之将死，其言也善
人秋之后 入秋之后
人稠菸密 人烟稠密
人穷志丕短 人穷志不短
人穷志木短 人穷志不短
人类运命 人类命运
人粥人海 人山人海
人群拥动 人群涌动
人群是分等及的 人群是分等级的
人者爱人 仁者爱人
人者爱仁 仁者爱人
人者能仁 仁者能仁
人者能忍 仁者能仁
人而兽心 人面兽心
人而圥信，不知其可 人而无信，不知其可
人而无信，木知其可 人而无信，不知其可
人而桃花 人面桃花
人背肩抗 人背肩扛
人脏俱在 人赃俱在
人脏俱获 人赃俱获
人至义尽 仁至义尽
人致相同 大致相同
人若范我 人若犯我
人莫子毒 人莫予毒
人莱疯 人来疯
人行道人 人行道上
人见入爱 人见人爱
人见八爱 人见人爱
人言利博 仁言利博
人言利薄 仁言利博
人言济济 人言籍籍
人言藉藉 人言籍籍
人言言殊 言人人殊
人言责啧 人言啧啧
人言责责 人言啧啧
人证物证具在 人证物证俱在
人贝人爱 人见人爱
人财両空 人财两空
人财唡空 人财两空
人质我马上给你掉过来 人质我马上给你调过来
人贪智短 人贫智短
人赃具获 人赃俱获
人赚一笔 大赚一笔
人身自古谁无死 人生自古谁无死
人身自甴 人身自由
人轨运转 入轨运转
人迹关系 人际关系
人逢喜亊精神爽 人逢喜事精神爽
人长的挺帅 人长得挺帅
人闲马乏 人困马乏
人间优物 人间尤物
人间兲堂 人间天堂
人际交际 人际交往
人际关际 人际关系
人院休养 入院休养
人非不石 人非木石
